label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
A,0.6497758030891418,0.9563869833946228,-4.478338269109372e-07,0.7176738977432251,0.9315841197967529,-0.02332344464957714,0.7664871215820312,0.8445475697517395,-0.027066877111792564,0.7748631834983826,0.7574305534362793,-0.029533522203564644,0.7816184163093567,0.6968896985054016,-0.025272201746702194,0.7237226963043213,0.7521681785583496,-0.0028065319638699293,0.7360856533050537,0.6895273923873901,-0.0313982330262661,0.7333012819290161,0.7648965716362,-0.0389491468667984,0.7273465991020203,0.7835126519203186,-0.039349328726530075,0.6791301369667053,0.7544196844100952,-0.002184160752221942,0.6946172714233398,0.7093554735183716,-0.03505830094218254,0.6941189765930176,0.7985219359397888,-0.03726210817694664,0.6839941740036011,0.8018617033958435,-0.03054925799369812,0.6358738541603088,0.7645320296287537,-0.007768672425299883,0.6495703458786011,0.7307588458061218,-0.0472361296415329,0.6528207659721375,0.8151236176490784,-0.03615688905119896,0.6437579989433289,0.8168387413024902,-0.018638450652360916,0.5910199284553528,0.7793682813644409,-0.01427516434341669,0.607911229133606,0.7483501434326172,-0.03744779899716377,0.6151806712150574,0.808934211730957,-0.02545112557709217,0.6068530678749084,0.8213566541671753,-0.010200253687798977
A,0.6568925976753235,0.8988351225852966,-4.0527135070078657e-07,0.7251429557800293,0.8715845942497253,-0.024518683552742004,0.7731187343597412,0.7938399314880371,-0.029789621010422707,0.7800177335739136,0.7087053060531616,-0.03347722440958023,0.783238410949707,0.647009551525116,-0.03092784620821476,0.729272186756134,0.7046905755996704,-0.004491856787353754,0.7391379475593567,0.6427702903747559,-0.032583802938461304,0.736772358417511,0.7127979397773743,-0.04080668464303017,0.7306600213050842,0.7305626273155212,-0.04217001050710678,0.6865606904029846,0.7073725461959839,-0.0033303904347121716,0.6986642479896545,0.6621124744415283,-0.0355050228536129,0.6991116404533386,0.7453040480613708,-0.03902065008878708,0.6894340515136719,0.7474541664123535,-0.03426528349518776,0.6447097659111023,0.7185843586921692,-0.00812945794314146,0.6541495323181152,0.6816421747207642,-0.046548422425985336,0.6578046679496765,0.7605471014976501,-0.03551481291651726,0.6493639349937439,0.7617279291152954,-0.018965506926178932,0.6000860333442688,0.7345207929611206,-0.014042660593986511,0.6109551787376404,0.7011942267417908,-0.037676602602005005,0.6205407977104187,0.7590791583061218,-0.026263127103447914,0.6151764392852783,0.7715900540351868,-0.011770916171371937
A,0.6680592894554138,0.8801542520523071,-3.9442397792299744e-07,0.733669102191925,0.842711865901947,-0.023699207231402397,0.7766724824905396,0.7595386505126953,-0.029260119423270226,0.7831758260726929,0.6757366061210632,-0.033710066229104996,0.7837678790092468,0.6139292120933533,-0.031808048486709595,0.732124924659729,0.6763042211532593,-0.004877599887549877,0.7381775379180908,0.6115636229515076,-0.033722199499607086,0.738785445690155,0.6821333765983582,-0.042496372014284134,0.7331459522247314,0.698741614818573,-0.04417666047811508,0.6892986297607422,0.6837394833564758,-0.004495129454880953,0.6982423663139343,0.6381887197494507,-0.03667575865983963,0.7027443051338196,0.722350537776947,-0.040110208094120026,0.6934036612510681,0.7215418219566345,-0.035608578473329544,0.6475430130958557,0.6993392109870911,-0.009983905591070652,0.6556734442710876,0.6604304909706116,-0.04834606871008873,0.6630111336708069,0.7398062944412231,-0.03652651235461235,0.6548646688461304,0.7394002676010132,-0.019632866606116295,0.6030615568161011,0.7190104722976685,-0.01658213511109352,0.6131891012191772,0.6837832927703857,-0.03965010493993759,0.6255418062210083,0.7398794293403625,-0.027020804584026337,0.6204125285148621,0.7519051432609558,-0.011731155216693878
A,0.6792312860488892,0.8431521654129028,-3.628985041359556e-07,0.7432107925415039,0.8010981678962708,-0.021174903959035873,0.7845875024795532,0.7220028042793274,-0.02716086432337761,0.7885107398033142,0.6414034962654114,-0.03254758194088936,0.7864301800727844,0.5826213955879211,-0.03225960209965706,0.7389788031578064,0.6469379663467407,-0.0065871854312717915,0.7427548766136169,0.5802049040794373,-0.034893348813056946,0.7450169324874878,0.6473839282989502,-0.04335644841194153,0.7408149838447571,0.6682111620903015,-0.04462803155183792,0.6955229043960571,0.6551390886306763,-0.007297147996723652,0.7037056684494019,0.6067361235618591,-0.03792044147849083,0.7089406847953796,0.6878466010093689,-0.04041724652051926,0.6993399262428284,0.6917636394500732,-0.03567349165678024,0.6538439393043518,0.6710016131401062,-0.013381252065300941,0.6611320376396179,0.6287438869476318,-0.049263279885053635,0.6698783040046692,0.7054021954536438,-0.03668152168393135,0.6619169116020203,0.7098572850227356,-0.01992901600897312,0.6093920469284058,0.6912673711776733,-0.02045491896569729,0.6177551746368408,0.6549362540245056,-0.04174532741308212,0.6324572563171387,0.7076831459999084,-0.028914043679833412,0.6292014122009277,0.7208855748176575,-0.013934540562331676
A,0.6844983696937561,0.8302074074745178,-3.9877249946584925e-07,0.7488933801651001,0.7919242978096008,-0.021297750994563103,0.7904338836669922,0.7100464701652527,-0.026735898107290268,0.7957192659378052,0.6283225417137146,-0.03136160597205162,0.7942642569541931,0.5694900751113892,-0.030162649229168892,0.7464102506637573,0.6338676810264587,-0.008939383551478386,0.750710666179657,0.5674680471420288,-0.037647444754838943,0.7521100640296936,0.6385661363601685,-0.045102015137672424,0.7480636835098267,0.658457338809967,-0.04573158174753189,0.7028520107269287,0.6419687867164612,-0.009850520640611649,0.7115804553031921,0.5918826460838318,-0.04195293411612511,0.7164355516433716,0.6768599152565002,-0.04332621023058891,0.7074964046478271,0.6816107034683228,-0.037347372621297836,0.6608971357345581,0.6572526097297668,-0.01608448661863804,0.6688528060913086,0.6148270964622498,-0.05373632535338402,0.6771692037582397,0.6950963735580444,-0.040009599179029465,0.6699065566062927,0.6998031735420227,-0.021975401788949966,0.6162897348403931,0.6769906878471375,-0.023239973932504654,0.6257636547088623,0.6397842168807983,-0.04583153873682022,0.6402656435966492,0.6961817741394043,-0.03250353783369064,0.6374315023422241,0.7109310030937195,-0.01693408377468586
A,0.6880900263786316,0.8268612623214722,-3.926473652882123e-07,0.7538727521896362,0.7873349785804749,-0.021821726113557816,0.7950367331504822,0.7035259008407593,-0.02672484889626503,0.7964320778846741,0.6212459206581116,-0.030560001730918884,0.7954264283180237,0.561979353427887,-0.02836170792579651,0.7495842576026917,0.62633216381073,-0.007200055755674839,0.7545382380485535,0.5613994598388672,-0.035936396569013596,0.7562611103057861,0.6314687728881836,-0.043882355093955994,0.7518571019172668,0.6517511010169983,-0.044861242175102234,0.706206202507019,0.634976327419281,-0.007709774188697338,0.7159761786460876,0.5849876403808594,-0.0407743826508522,0.7215527892112732,0.6695139408111572,-0.04378732666373253,0.7117258310317993,0.6750183701515198,-0.03852195665240288,0.6645333766937256,0.6513514518737793,-0.013541783206164837,0.6732218861579895,0.6089828014373779,-0.05212617293000221,0.6822875142097473,0.6887080073356628,-0.03994353860616684,0.673518180847168,0.6929568648338318,-0.02254459448158741,0.6200106739997864,0.6729664206504822,-0.020206088200211525,0.6313969492912292,0.6367065906524658,-0.043666668236255646,0.6460970640182495,0.6921859979629517,-0.0313594751060009,0.6412450075149536,0.7048001289367676,-0.016242289915680885
A,0.691265881061554,0.8025071620941162,-3.9370897297885676e-07,0.7546513676643372,0.7607240676879883,-0.021011829376220703,0.7928287386894226,0.6767235994338989,-0.025581007823348045,0.7935782670974731,0.5935018062591553,-0.029045553877949715,0.7936161160469055,0.53489750623703,-0.02645171619951725,0.74656081199646,0.605231761932373,-0.006030428223311901,0.7505549788475037,0.5415270328521729,-0.03212714195251465,0.7544800043106079,0.6103619933128357,-0.0378345251083374,0.7501305341720581,0.6280714273452759,-0.037713274359703064,0.7039299607276917,0.6151087284088135,-0.006245771888643503,0.7130395174026489,0.566209077835083,-0.036589473485946655,0.7201175093650818,0.6490502953529358,-0.03771539777517319,0.7094671726226807,0.6520713567733765,-0.031845349818468094,0.6629151105880737,0.6320331692695618,-0.011700191535055637,0.6706848740577698,0.590642511844635,-0.048375532031059265,0.6804881691932678,0.6682579517364502,-0.03599287569522858,0.6705676317214966,0.6708759069442749,-0.01907920092344284,0.6191121339797974,0.6532180309295654,-0.017883360385894775,0.628649115562439,0.6163582801818848,-0.04043285548686981,0.6435026526451111,0.6704382300376892,-0.02844291739165783,0.6378563642501831,0.6826626658439636,-0.013912648893892765
A,0.6906526684761047,0.8033506274223328,-4.0361263131671876e-07,0.7555028796195984,0.7619048953056335,-0.02218155935406685,0.7961632013320923,0.6785655617713928,-0.02729254588484764,0.7969199419021606,0.5954008102416992,-0.03148167207837105,0.7963222861289978,0.536047101020813,-0.029614798724651337,0.7481334805488586,0.6031243205070496,-0.005118228029459715,0.754093587398529,0.5402805209159851,-0.03266095742583275,0.7584760785102844,0.609461784362793,-0.03926520794630051,0.7537621855735779,0.6274751424789429,-0.03938315063714981,0.7061165571212769,0.6122905015945435,-0.005326322745531797,0.7173441052436829,0.5647671818733215,-0.03697533160448074,0.7241005301475525,0.6482412219047546,-0.03867516666650772,0.7124149799346924,0.651553750038147,-0.032671988010406494,0.664934515953064,0.6293745040893555,-0.011190635152161121,0.674910306930542,0.589763343334198,-0.04942889139056206,0.6847972273826599,0.6678542494773865,-0.03743677958846092,0.6743775606155396,0.6707363128662109,-0.020116206258535385,0.6203197836875916,0.6515259742736816,-0.01785271428525448,0.6314653158187866,0.6133753061294556,-0.04086483642458916,0.6472044587135315,0.6675588488578796,-0.028531910851597786,0.642127275466919,0.6807530522346497,-0.013388031162321568
A,0.693930983543396,0.8027377724647522,-3.667650503302866e-07,0.7571682333946228,0.7615322470664978,-0.020613932982087135,0.7958123087882996,0.677711546421051,-0.025039631873369217,0.7989241480827332,0.5950340032577515,-0.029119249433279037,0.7973477840423584,0.53476881980896,-0.027581004425883293,0.7491638660430908,0.603569746017456,-0.0036307834088802338,0.7538217306137085,0.5373647212982178,-0.03162924200296402,0.7583345174789429,0.6028941869735718,-0.03944184258580208,0.7538869380950928,0.6249127984046936,-0.039893101900815964,0.7071816325187683,0.6127211451530457,-0.004421818535774946,0.7166977524757385,0.5632368922233582,-0.03599059581756592,0.7244061827659607,0.644587516784668,-0.03852369263768196,0.7142904996871948,0.651839017868042,-0.032968439161777496,0.6652675867080688,0.6299552917480469,-0.01081229466944933,0.6746933460235596,0.5891401171684265,-0.048818036913871765,0.6854080557823181,0.6658551096916199,-0.037650395184755325,0.6764081716537476,0.6716963648796082,-0.0206675473600626,0.6196297407150269,0.6520271897315979,-0.017949897795915604,0.6310990452766418,0.6136986613273621,-0.04090820997953415,0.6471172571182251,0.6662203669548035,-0.02918369695544243,0.6426810026168823,0.6802050471305847,-0.01442436221987009
A,0.6911012530326843,0.7919320464134216,-3.90061018151755e-07,0.7563602328300476,0.7494978904724121,-0.02205238863825798,0.7964854836463928,0.664222240447998,-0.026870394125580788,0.7971218228340149,0.5810709595680237,-0.03080764412879944,0.7966150641441345,0.5222256183624268,-0.028616949915885925,0.7465581297874451,0.5902242064476013,-0.003775864839553833,0.7543943524360657,0.5276997685432434,-0.031500302255153656,0.7583101987838745,0.5947825908660889,-0.03811417520046234,0.7521293759346008,0.613213300704956,-0.03802075609564781,0.704871654510498,0.5995121598243713,-0.004088606219738722,0.7182139158248901,0.5518636107444763,-0.03636741638183594,0.7241786122322083,0.6355873346328735,-0.038298435509204865,0.7115271091461182,0.6397143602371216,-0.03194108232855797,0.6638519167900085,0.6163081526756287,-0.01021869108080864,0.6756452322006226,0.5782285928726196,-0.04945499077439308,0.6844030022621155,0.6566610336303711,-0.03818119689822197,0.672589123249054,0.6589721441268921,-0.020875195041298866,0.619357705116272,0.6382550001144409,-0.01709638349711895,0.6330048441886902,0.6028804779052734,-0.041038114577531815,0.6469962000846863,0.6571322083473206,-0.02947932295501232,0.6394069790840149,0.6686875224113464,-0.014663858339190483
